"N. Sol:",1440
"8-TNU-C","7-TNU-C","5-TNU-C","4-TNU-C"
"-","-","-","-"
"3-TNU-C","2-TNU-C","6-TNU-X","1-TSU-C"

"7-TNU-C","8-TNU-C","5-TNU-C","4-TNU-C"
"-","-","-","-"
"3-TNU-C","2-TNU-C","6-TNU-X","1-TSU-C"

"8-TNU-C","5-TNU-C","7-TNU-C","4-TNU-C"
"-","-","-","-"
"3-TNU-C","2-TNU-C","6-TNU-X","1-TSU-C"

